"date","state","fips","cases","deaths","area_sqmi","e_totpop","m_totpop","e_hu","m_hu","e_hh","m_hh","e_pov150","m_pov150","e_unemp","m_unemp","e_hburd","m_hburd","e_nohsdp","m_nohsdp","e_uninsur","m_uninsur","e_age65","m_age65","e_age17","m_age17","e_disabl","m_disabl","e_sngpnt","m_sngpnt","e_limeng","m_limeng","e_minrty","m_minrty","e_munit","m_munit","e_mobile","m_mobile","e_crowd","m_crowd","e_noveh","m_noveh","e_groupq","m_groupq","ep_pov150","mp_pov150","ep_unemp","mp_unemp","ep_hburd","mp_hburd","ep_nohsdp","mp_nohsdp","ep_uninsur","mp_uninsur","ep_age65","mp_age65","ep_age17","mp_age17","ep_disabl","mp_disabl","ep_sngpnt","mp_sngpnt","ep_limeng","mp_limeng","ep_minrty","mp_minrty","ep_munit","mp_munit","ep_mobile","mp_mobile","ep_crowd","mp_crowd","ep_noveh","mp_noveh","ep_groupq","mp_groupq","epl_pov150","epl_unemp","epl_hburd","epl_nohsdp","epl_uninsur","spl_theme1","rpl_theme1","epl_age65","epl_age17","epl_disabl","epl_sngpnt","epl_limeng","spl_theme2","rpl_theme2","epl_minrty","spl_theme3","rpl_theme3","epl_munit","epl_mobile","epl_crowd","epl_noveh","epl_groupq","spl_theme4","rpl_theme4","spl_themes","rpl_themes","f_pov150","f_unemp","f_hburd","f_nohsdp","f_uninsur","f_theme1","f_age65","f_age17","f_disabl","f_sngpnt","f_limeng","f_theme2","f_minrty","f_theme3","f_munit","f_mobile","f_crowd","f_noveh","f_groupq","f_theme4","f_total","e_daypop","e_noint","m_noint","e_afam","m_afam","e_hisp","m_hisp","e_asian","m_asian","e_aian","m_aian","e_nhpi","m_nhpi","e_twomore","m_twomore","e_otherrace","m_otherrace","ep_noint","mp_noint","ep_afam","mp_afam","ep_hisp","mp_hisp","ep_asian","mp_asian","ep_aian","mp_aian","ep_nhpi","mp_nhpi","ep_twomore","mp_twomore","ep_otherrace","mp_otherrace","IncidenceRate"
2020-12-31,"Kansas","20",225455,2741,81758.5571447071,2912619,1214,1280376,7701,1141985,20751,559965,49480,61359,11719,267301,23769,165373,19789,249223,29142,460917,5866,705972,4456,371225,28885,69047,11964,59645,12903,718631,21867,107869,12410,53946,11261,23759,7306,59605,11194,79708,13072,2292.7,412.9,342.5,164.9,2080.1,413.7,1011.3,234.8,961.5,246,2112.5,87.9,2472.4,91.2,1609.8,244.8,534.5,210.7,173.2,137.5,1709.9,166.9,356.3,138.5,732.1,222.1,174.8,128.9,460.5,190.1,326.7,122.8,43.6582,25.477,37.2766,34.2094,53.1708,193.792,32.6548,60.805,65.7499,49.0071,41.7071,43.9589,261.228,53.8415,42.4628,42.4628,42.4628,46.1476,34.1612,38.4196,33.8211,54.9905,207.54,31.5928,705.0228,34.0114,0,1,4,8,5,18,10,16,6,4,10,46,4,4,5,0,6,2,7,20,88,2940878,324496,45104,159797,10104,351602,1376,85734,6792,17788,4984,1889,2433,95843,14542,5978,4567,1621,32.1,190,61.2,1081.3,54.5,88.4,54.1,72.7,48.9,6.2,53.6,260.5,89.7,9.5,51.7,7.7406279365753
2020-12-31,"Kentucky","21",268828,2956,39491.5921320802,4461952,0,1994554,11034,1748053,36394,1131754,101461,113295,24365,405120,41493,389642,44403,246078,46567,729928,8349,1007619,6855,768194,59274,116181,22386,42989,15602,710214,34709,131162,16886,229862,31906,35156,12691,122132,22151,131825,23898,3691.5,457.6,733.399999999999,252.3,2569.3,426.3,2010.2,297.5,719.6,205.8,2132.5,46.4,2689.6,42.6,2512.8,273,727.2,227.1,55.2,71.7,1059.2,140.6,316.5,108.4,2257.2,348.7,257.8,146.3,827.5,238.5,363.8,111.1,83.9584,72.6232,53.9137,84.5966,31.2627,326.3546,68.7725,48.0326,65.1102,90.9304,64.7926,32.0886,300.9544,63.4974,27.6914,27.6914,27.6914,43.5549,81.7593,60.0229,70.7711,57.2121,313.3203,67.327,968.3207,63.404,33,20,2,34,1,90,1,4,42,8,0,55,0,0,3,31,5,18,10,67,212,4472615,614289,86077,356048,19086,167949,2741,67524,9049,7075,5304,2691,3286,99577,22310,9350,7337,2273.2,24.1,438.4,76,298.3,26,71.7,36.3,21.6,29.4,4.8,27.8,210.8,82.0999999999999,14.1,32.1,6.02489672681374
2020-12-31,"Louisiana","22",315275,7488,43210.2097395433,4664616,126,2074664,8863,1751956,32226,1293988,87567,142088,23686,460329,38227,444176,40391,395259,44379,719544,5582,1097559,2710,698938,48741,146732,21559,61479,14741,1943978,35196,154396,16976,268391,27729,39791,11709,144753,21333,129391,20090,2064.3,212.8,452.4,130,1430.4,206,1098.5,138.3,547.5,104.8,1051.9,16.6,1492.4,13.9,1082.9,113.1,545.6,134.6,57.7,35.5,2487.7,75.8,196.6,56.4,1348.3,167.4,158.6,76.5,504.3,121.6,330,66.9,47.4618,46.0899,32.408,48.6176,31.8264,206.4037,46.2686,19.0399,41.4849,36.328,52.5492,27.8972,177.2992,42.8401,48.3578,48.3578,48.3578,24.4261,47.9555,36.7682,44.05,35.2298,188.4296,44.976,620.4903,48.8623,17,19,6,14,0,56,0,3,7,25,1,36,9,9,3,18,4,20,13,58,159,4703980,751769,77119,1489071,21726,243372,1372,79976,6601,23328,5671,1527,2539,93782,22514,12922,8130,1400.3,29.4,2026.7,47.4,238.8,11,53.7,15.1,36,14.7,1.4,12.5,115.7,41.3,14.8,17.4,6.75886289460912
2020-12-31,"Maine","23",24201,347,30845.0822029471,1340825,0,746793,2237,569551,8304,250932,18860,28442,4897,143595,9995,66525,6841,101045,11189,276567,1229,250967,474,210077,11463,27076,4366,6206,2333,98712,6418,37720,4637,62296,6250,8195,2304,38549,5463,36347,4514,348,29,72.3,15.3,398.1,33.5,117.1,13.9,141.6,17.2,358.1,2.1,295.2,1.2,277.6,17.9,74.7,14.8,5.7,4,103.2,8.6,60.3,10,148.4,16,22,7.2,107.1,19,41.1,6.9,6.5407,6.588,11.3023,3.2393,8.2505,35.9208,6.7116,11.785,2.2488,9.5342,4.9851,4.2436,32.7967,4.1467,2.5874,2.5874,2.5874,8.4333,7.106,5.2053,10.1622,8.7231,39.6299,7.9995,110.9348,5.5215,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,0,0,0,5,1302659,151699,15581,17761,2305,23143,0,15157,1894,8011,1623,159,315,32198,4749,2283,1886,217.9,1.1,13.6,2.9,26,0,13,2.3,12.6,2.3,0,1.7,35.8,6.4,2.4,2.4,1.80493352972983
2020-12-31,"Maryland","24",276834,5895,9711.19725865803,6037624,0,2459650,5169,2230527,15720,865471,46016,167571,14242,574605,24195,393028,21308,352186,24329,930875,1954,1340766,723,659640,26321,153386,12652,182068,14024,3009130,29421,418761,16215,32954,6020,50481,7220,196074,12468,140207,12299,399.1,36.3,122,19.7,615.2,46.6,232,22.6,120.8,16.6,424.4,3.4,509.5,1,309.5,21.9,159.5,23.4,40.5,8.1,801.1,18.9,260.2,21.7,72.4,14.5,39.2,11.3,170.3,22.9,86.5,12.2,5.5888,11.695,15.9106,8.806,4.1222,46.1226,8.2623,8.7821,10.4378,6.8723,14.7725,14.5836,55.4483,9.9195,15.7773,15.7773,15.7773,18.8591,3.3445,9.067,13.3916,11.5762,56.2384,10.8961,173.5866,9.8648,0,1,7,0,0,8,3,0,0,4,2,9,4,4,8,0,0,2,3,13,34,5769022,508575,40028,1773702,16848,619418,0,382027,9368,11223,2748,1954,1042,196537,19984,24269,7427,260,1.8,479.3,11.6,152.8,0,81,4.7,4.2,2.6,0.2,2.4,77.5,13.3,6.1,3.6,4.5851480648679
2020-12-31,"Massachusetts","25",375178,12423,7800.9580511116,6873003,0,2913009,4574,2646980,13466,1036734,37976,193769,12715,735616,22713,429794,17113,185687,15585,1136566,1434,1361970,977,795507,23626,157614,10595,297233,15696,2007981,24130,452539,14676,23453,3783,53397,5956,323461,13009,248305,11285,220.8,15.3,73.3,9.5,398.2,22.2,111.6,8.7,43.8,7.7,262.5,3.5,259.8,2.6,175.4,11.6,77.2,9.1,47.5,5.7,337.9,10.7,153.5,8.5,13.9,3,24,5.6,140.5,12.8,53.4,4.5,2.4637,7.7636,11.7625,3.5458,0.6472,26.1828,4.2728,6.112,2.7473,3.4444,6.4503,11.0152,29.7692,4.5158,8.0908,8.0908,8.0908,10.6198,0.5278,5.7348,10.7414,8.8779,36.5017,8.0366,100.5445,5.393,0,0,5,0,0,5,1,0,0,0,3,4,0,0,4,0,0,5,1,10,19,7111080,554343,32750,466288,12026,828140,0,462831,7304,8943,2479,2327,1417,185469,16173,53983,9665,128,0.3,79.6,5.5,142.8,0,58.8,2.6,4.2,2.8,0.4,1.5,40.8,6.7,11.2,3.8,5.45872015478532
2020-12-31,"Michigan","26",526668,13010,56608.1919390139,9973907,0,4611913,11615,3980408,36227,2128590,90680,298142,27080,996123,44059,596313,34642,528400,44845,1712841,4391,2161763,1625,1400782,53380,248347,21107,134740,17018,2545285,44083,405110,25219,248336,23683,63923,11012,300167,23507,225743,23775,1925.4,153.6,487.8,92.4,1887.6,161.5,732.7,82.7,519,79.1,1807,14.3,1636.8,8.3,1377.8,95.9,410.8,78.1,49.7,29.7,1052.7,60.3,393.5,56.2,731.3,81.8,126.9,40.7,532.3,91.5,255.9,50.7,39.3848,51.8541,44.869,26.1725,23.6117,185.8921,35.1115,51.6499,24.4339,45.6795,30.8783,28.0977,180.7393,28.2178,27.5679,27.5679,27.5679,45.7376,33.8148,29.6878,47.9406,39.6384,196.8192,37.8335,591.0185,31.7183,1,7,3,0,0,11,20,0,7,1,0,28,0,0,9,1,0,5,6,21,60,9791932,1155967,79330,1342592,22449,521203,76,314736,11157,42931,8659,2675,2332,293901,29729,27247,13156,1262.3,8.8,313.7,26.8,309.5,1.7,87.8,13.3,106.6,23.9,1.9,11.3,220.5,39,12.6,16,5.28045829984178
2020-12-31,"Minnesota","27",415361,5382,79626.6485020922,5600166,4,2458030,9230,2207988,21837,872530,55638,117117,15908,506437,29715,252331,22044,251900,28144,887576,3713,1299284,1915,603886,33363,122593,15280,102281,14073,1177676,29698,392946,21667,78558,11188,50051,9137,145467,14917,130618,16181,1575.7,172.2,322.7,85.5,1835,202.2,654.1,99.1,447.3,87.1,1717.7,17.6,1995.6,16.2,1094.2,100.8,452.5,107.8,99.5,47,1084.8,70.4,736.2,118,466.2,83.5,155.7,62.8,478.8,109.1,223.6,55.7,22.5886,24.7844,37.1566,18.7559,15.8926,119.1781,16.4435,47.4726,51.7002,21.781,35.3338,38.7701,195.0577,32.242,29.5363,29.5363,29.5363,68.0015,21.2684,36.029,40.8679,42.2984,208.4652,40.0071,552.2373,23.5273,1,1,0,1,0,3,8,7,0,2,4,21,0,0,14,1,2,1,2,20,44,5697651,500680,47973,354540,13509,307675,69,273100,9385,48409,6433,1905,2211,174553,20090,17494,7962,1155.7,8.39999999999999,151,23.1,414.2,1,135.7,20.2,156.8,25.3,4.3,14.6,209.7,48.4,12.1,15.6,7.41694085496751
2020-12-31,"Mississippi","28",215811,4787,46923.9366064861,2981835,408,1330867,7443,1116649,30377,889845,82717,95379,21747,278427,33372,291035,37055,350002,46585,474270,4913,707221,3461,481724,44603,100070,19574,20901,12320,1300897,26167,63765,13117,196736,27218,26463,10470,71226,17182,94430,17366,2913.7,338.7,632.4,209,1936.3,326.4,1459.6,228.4,1042.1,190.4,1408.6,24.8,1908.4,16.5,1525.3,185.7,721,194.1,49.9,56.9,3796.4,116.9,230.1,84.4,1633.2,256.7,210.3,112,612,185.3,316.3,83.5,67.5591,60.9534,47.1322,63.5395,61.9934,301.1776,68.2583,28.9939,52.1172,55.0717,64.1881,26.5367,226.9076,54.2911,65.1525,65.1525,65.1525,29.9337,60.4589,48.5106,52.4581,41.159,232.5203,53.1719,825.758,65.8215,41,31,13,25,4,114,0,8,19,34,1,62,25,25,2,21,7,18,11,59,260,2932162,566440,76587,1118689,16686,94342,2272,29561,6132,12897,3582,1090,2760,39179,14392,5139,5490,2073.3,37.4,3410.1,79.6,203.2,21.7,42.9,26.8,42.1,20.5,2.3,22.2,85.1,49,10.2,26.8,7.23752320299413
2020-12-31,"Missouri","29",418637,5887,68746.4509400449,6124160,0,2804664,11779,2440212,37932,1294086,97819,138673,23614,588211,43584,393045,39746,565099,62085,1033384,7113,1379423,5585,865039,55550,154390,22103,51760,16197,1297217,37791,234382,20869,166747,24733,44046,12830,161814,21776,172576,25764,3089.3,377.4,527.8,179,2478.4,369,1449.1,225.2,1336.6,242.9,2254.8,34.9,2591,34.3,1998.9,213.9,632.3,188,62.5,71.5,1182.3,112.9,357.6,101,1326.1,227.3,235.6,114.6,692,191,393.8,95.7,69.3497,48.4393,52.5333,62.7646,76.047,309.1339,64.12,60.9762,64.1917,66.602,52.4454,33.2392,277.4545,54.5503,30.2691,30.2691,30.2691,44.3223,58.0102,54.7855,58.7569,58.0855,273.9604,52.8473,890.8179,54.8929,11,4,3,6,11,35,8,2,19,4,0,33,1,1,7,2,5,6,14,34,103,6104904,780730,87541,692510,17684,262677,856,122506,10284,20646,7833,7876,3711,178162,27116,12840,7522,2150.7,20.2,402.8,46.5,355.1,12.4,86.5,29.7,51.7,33.8,11.5,25.6,261.8,76.6,11.8,28.8,6.83582728080259
2020-12-31,"Montana","30",81701,962,145550.289438207,1061705,2275,514956,4134,436048,10351,227942,24420,22541,5817,112992,12186,44228,8103,87857,14278,198119,3211,228589,2682,143608,13964,21454,5319,2518,3871,152923,10151,33010,5871,52522,7937,8196,3062,21812,5843,28885,6052,1349.4,250.4,223.7,106.2,1195.8,256.4,420.1,120.8,536.2,149.2,1239.6,91.6,1192.7,89.6,873.8,149.6,220.2,111.6,16.4,88.7,817.6,116.9,182.2,87.1,734,169.2,117.3,82.9,271.7,133,155.9,62.7,27.0028,18.5477,25.1503,12.0735,27.0857,109.86,19.3717,37.5369,22.7596,27.105,14.6786,9.9189,111.999,15.0145,18.924,18.924,18.924,22.8145,32.3355,23.9635,20.7924,24.9274,124.8333,22.9937,365.6163,16.8028,5,5,4,1,5,20,18,7,3,2,0,30,4,4,1,1,5,3,3,13,67,1042270,132244,23096,4931,2021,41501,1061,8527,2440,62720,5299,552,1039,33029,6624,1663,2178,971.6,38,16.3,44.1,178.1,47.6,32,39.7,441.9,58.2,2.1,47,142.6,70.9,4.7,47.5,7.69526375028845
2020-12-31,"Nebraska","31",167795,1690,76817.8398350661,1923826,2474,844248,5572,766663,13256,343829,31290,35114,7031,176880,15355,106184,12683,154287,18720,302031,4024,475103,3536,218941,17539,45603,8038,47277,10393,416699,12440,99472,8879,27504,7168,15006,4682,40769,7217,51208,8298,1830.3,381.7,231.7,151.1,1744,388.6,732,195.1,750.3,220.6,2028.3,136.2,2134.2,124.6,1276.9,215.6,397.9,191.9,137.8,177.8,1080.3,165.4,316,153,598.4,206.3,151,143.8,366.6,180.8,231.4,108.3,29.8378,14.3748,27.9387,22.0796,40.0579,134.2888,19.2705,61.7073,55.1074,31.4567,27.484,41.1733,216.9287,40.2598,26.6146,26.6146,26.6146,39.0125,27.512,32.9378,26.0975,38.7185,164.2783,22.1418,542.1104,20.3855,0,1,1,3,1,6,22,8,0,2,6,38,1,1,3,0,6,1,5,15,60,1975490,191587,27503,89744,5261,214952,1116,47539,4161,13378,3377,1051,1487,47433,7609,2602,2593,1369.9,51.5,87.3,71.8,669.9,72.9,54.5,69,113.4,59.4,3.5,73.3,144,78.9,5.7,68.9,8.72194262890719
2020-12-31,"Nevada","32",225165,3136,109860.406799137,3030281,492,1268533,2731,1130011,7095,655612,22465,100222,6410,360661,10563,273999,9142,334130,12894,478020,2026,687513,1765,375254,11664,79684,5247,157271,6964,1570122,12201,184433,6004,67090,5840,47310,3510,82002,4588,37525,3176,376.1,85.5,96,37.5,409.3,91.6,203.5,47.2,166.8,45.1,353.3,37,351.2,31.7,268.5,47.8,100.6,41.6,40.2,24.4,505.4,51.7,86.7,27.9,419.4,69.9,44.9,26.1,93.2,47.6,75.5,16.5,7.0088,9.1704,10.2538,8.7179,10.0999,45.2508,9.3931,9.3375,6.6267,8.1767,8.4067,11.0235,43.5711,9.4542,11.2013,11.2013,11.2013,8.1778,12.3772,10.1233,6.6726,6.3755,43.7264,9.497,143.7496,10.045,1,4,3,0,0,8,5,4,1,1,3,14,1,1,4,6,2,1,3,16,39,3148408,351741,19100,271744,4885,875798,970,246904,4189,25928,2439,19401,1287,118766,8249,11581,2676,231.7,17.9,44.6,12.9,315.3,30.6,33.9,12.2,57.8,15.7,2.4,11.2,48,16.5,3.1,11.6,7.43049901972787
2020-12-31,"New Hampshire","33",44028,759,8953.74938713376,1355244,0,638611,1747,539116,6136,166546,13530,28479,4146,143964,8624,65455,5583,80071,8471,245142,1024,257731,638,170907,9514,25070,3810,12144,2519,141215,5522,62869,4934,36177,4046,7899,1900,26791,3890,41423,3850,152.1,15,38.6,7.6,274.4,20.7,73.2,8,65.5,8.9,202.8,1.4,180.3,0.9,143.2,10,44.2,8.7,5.4,2.1,79.8,5.1,75.1,8.5,71.6,8.3,13.6,4.2,52.5,9.7,37.9,4.1,1.5068,2.9901,8.2315,2.0186,3.2088,17.9558,2.7954,5.775,1.2554,3.7527,2.6708,3.2152,16.6691,1.0526,2.2213,2.2213,2.2213,7.5218,3.5012,3.0867,4.4043,5.6899,24.2039,4.825,61.0501,2.2323,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1313449,104639,12049,18343,2265,52792,0,36398,2285,1895,967,320,352,29425,3929,2042,1463,98.9,0.4,11,2.2,26.5,0,19.2,1.9,2,1.4,0.3,1,19.8,3.7,1.3,1.2,3.2487138847322
2020-12-31,"New Jersey","34",479381,19042,7354.75570607081,8885418,0,3628732,6132,3272054,18480,1373150,60728,271795,19462,978286,34060,600761,26857,662917,37828,1442938,1785,1953453,788,915815,33174,196489,15070,503869,26346,4026611,30352,577368,23065,33411,5380,107201,10467,367585,18281,182577,14628,329.2,18.1,124.5,10.9,619.5,26.4,198.1,10.7,143.1,10.4,356.9,2.2,452.6,0.2,233.6,10.3,124.6,11.9,103.2,7,819.3,8.5,277.7,14.3,28.1,4.8,56,6.9,203,13.2,49.6,4.9,4.221,13.6064,17.3571,7.2082,6.8439,49.2366,9.5934,6.8338,9.225,3.3961,10.4898,17.4529,47.3976,8.2125,15.4316,15.4316,15.4316,18.3474,1.1752,11.256,14.5477,9.8397,55.166,11.8024,167.2318,10.6483,0,1,10,0,0,11,1,0,0,2,10,13,5,5,12,0,4,8,1,25,54,8937160,796940,52848,1121134,15563,1815078,0,851568,10943,10290,3010,2122,1265,184111,19612,42308,10955,191.1,0.2,238,4.4,372.8,0,153,2.7,2.7,2.1,0.1,2.1,44.3,5.6,7.9,2.5,5.39514291843107
2020-12-31,"New Mexico","35",142897,2479,121312.692774125,2097021,236,943568,3826,792755,13774,608500,39090,62580,10058,212108,15689,191076,15958,194896,20085,364900,2953,483454,2558,326097,20725,56825,8358,78216,11080,1327882,13728,62366,7285,158040,13378,27042,5439,45059,7236,42919,7174,1073.9,140.7,227.6,92,751.5,134,495.3,81.5,289.3,67.9,690.9,35.3,735.6,41.4,640.4,83.7,216.4,71.9,106.3,46.7,1988.1,79.9,106,36.9,794.8,96.6,100.7,42.3,189.3,70.7,108.3,28,25.7204,23.2259,18.2312,21.6903,15.8875,104.7553,23.4803,17.8879,16.5218,22.8162,19.5314,25.736,102.4933,26.9972,29.7409,29.7409,29.7409,14.1897,26.4522,20.4267,16.0795,16.2774,93.4255,21.5715,330.415,26.3689,12,8,3,4,1,28,8,8,9,8,9,42,19,19,1,13,4,3,2,23,112,2073272,391365,33810,37975,4032,1031788,953,31328,3280,179881,5925,1408,1240,39568,8555,5934,3324,793.1,30.1,46,29,1607.4,38.2,28.2,20.8,234.9,30.1,5.6,17.3,53,27.3,12.6,18.4,6.81428559847517
2020-12-31,"New York","36",979040,37557,47123.5641034738,19514849,807,8362971,15538,7417224,46640,4028229,130750,570570,37175,2291816,68752,1743890,59851,1037271,59364,3221702,4597,4071142,1882,2226768,69448,471466,31144,1235015,42761,8748552,63563,2378313,41124,189677,20657,375191,22875,2149235,44997,569176,35257,1313.7,88.9,323.6,46.8,1603.4,106.5,649.3,55.2,298,41.1,1155,8.49999999999999,1241.5,3.6,866.1,53.6,338,48.4,131.5,18,1220.2,32.8,575.1,40.3,443.6,46.1,136.8,27.7,751.6,63.4,279.9,29,24.0778,33.2964,43.4563,25.9181,9.2155,135.9641,24.8296,28.6952,18.3423,22.6814,27.358,35.8565,132.9334,19.9479,27.8486,27.8486,27.8486,41.1999,20.6304,26.3004,50.16,41.7872,180.0779,43.2326,476.824,28.6315,1,1,10,2,1,15,1,1,0,1,9,12,3,3,10,0,6,27,8,51,81,20525413,2205471,114142,2737471,32929,3720707,107,1657284,21861,42429,7968,5537,3363,467416,41694,117708,21624,825.7,4.2,355.6,16,498.8,0.5,179.6,9.59999999999999,22.4,7.29999999999999,1.1,7.09999999999999,143.6,23.6,18.1,10.1,5.01689764548012
2020-12-31,"North Carolina","37",541070,6811,48622.9931116014,10386227,192,4687122,14506,4031592,54178,2377237,149446,278344,40679,1052219,69042,815216,64885,1084103,87606,1688354,9148,2301596,4488,1363146,82589,277509,34701,222018,34215,3882935,65439,424007,32488,581328,51318,90029,20746,223909,31721,279287,32027,2677.1,260.4,598.2,148.2,2538,281.7,1394.9,165.6,1142.9,150,1999,30.2,2063.2,18.8,1679.2,152.7,649.8,144.1,161.2,56.2,3255.8,105.1,383.3,72.5,1929.8,209.1,216.6,83.2,597.3,136.1,320.8,60,60.2709,62.6259,68.0656,61.7285,68.938,321.6289,71.2367,54.7966,36.9346,58.0428,58.4824,62.9943,271.2507,64.3493,65.7192,65.7192,65.7192,43.9425,72.0636,53.3569,51.0209,48.2221,268.606,58.817,927.2048,69.2436,7,12,22,8,3,52,14,3,5,13,7,42,14,14,8,16,3,9,9,45,153,10440871,1327507,131141,2182623,38338,991051,304,306140,14696,108223,11182,6249,4373,258314,42650,30335,17187,1781.4,20,1990.5,66.3,750.6,5.7,123,21,154.9,22.9,5.4,15.4,212,63.4,18,20,5.20949522863307
